state,year,quarter,transaction_type,count,amount,avg_transaction_value,year_quarter,transaction_category
Chandigarh,2024,2,Peer-to-peer payments,3948610,11123555377.0,2817.0812962029677,2024-Q2,peer-to-peer payments
Chandigarh,2024,2,Recharge & bill payments,759642,976897042.0,1285.9966168274002,2024-Q2,recharge & bill payments
Chandigarh,2024,2,Financial Services,15209,26206753.0,1723.1082253928596,2024-Q2,financial services
Chandigarh,2024,2,Others,16099,17848826.0,1108.6915957512888,2024-Q2,others
Chandigarh,2024,3,Merchant payments,12322648,6042931862.0,490.3923135676682,2024-Q3,merchant payments
Chandigarh,2024,3,Peer-to-peer payments,4530333,12112839411.0,2673.7194398292577,2024-Q3,peer-to-peer payments
Chandigarh,2024,3,Recharge & bill payments,824606,1038931528.0,1259.9126467670621,2024-Q3,recharge & bill payments
Chandigarh,2024,3,Financial Services,17447,32954399.0,1888.828967730842,2024-Q3,financial services
Chandigarh,2024,3,Others,13351,31600676.0,2366.914538236836,2024-Q3,others
Chandigarh,2022,1,Merchant payments,4511757,3264574793.4564357,723.5706163821402,2022-Q1,merchant payments
Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.605722,3701.521753822028,2022-Q1,peer-to-peer payments
Chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2152067,699.0604521134431,2022-Q1,recharge & bill payments
Chandigarh,2022,1,Financial Services,7228,13538635.562948208,1873.0818432413128,2022-Q1,financial services
Chandigarh,2022,1,Others,22855,14829134.999686666,648.8354845629694,2022-Q1,others
Chandigarh,2022,4,Merchant payments,10170372,6570336079.954211,646.0271148345618,2022-Q4,merchant payments
Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495.89691,3362.509825857694,2022-Q4,peer-to-peer payments
Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269.1590745,724.5200141280353,2022-Q4,recharge & bill payments
Chandigarh,2022,4,Financial Services,10778,12000766.356404984,1113.450209352847,2022-Q4,financial services
Chandigarh,2022,4,Others,22054,16141955.57281622,731.9287010436301,2022-Q4,others
Chandigarh,2022,2,Merchant payments,6136803,3919372475.5605655,638.6668230283041,2022-Q2,merchant payments
Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085.111443,3596.4099330802537,2022-Q2,peer-to-peer payments
Chandigarh,2022,2,Recharge & bill payments,1119367,792957088.5933374,708.397771770418,2022-Q2,recharge & bill payments
Chandigarh,2022,2,Financial Services,6673,8943857.181076445,1340.305287138685,2022-Q2,financial services
Chandigarh,2022,2,Others,20264,12978651.924569944,640.4782828942925,2022-Q2,others
Chandigarh,2022,3,Merchant payments,7665907,4713972532.82215,614.9269137783892,2022-Q3,merchant payments
Chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156.481958,3343.026626898505,2022-Q3,peer-to-peer payments
Chandigarh,2022,3,Recharge & bill payments,1360342,1033530639.9360826,759.757943176115,2022-Q3,recharge & bill payments
Chandigarh,2022,3,Financial Services,8868,9918740.020967592,1118.4866960946765,2022-Q3,financial services
Chandigarh,2022,3,Others,19466,14156668.144691642,727.2510091796796,2022-Q3,others
Chandigarh,2023,1,Merchant payments,6460913,3374931077.0,522.3613252492333,2023-Q1,merchant payments
Chandigarh,2023,1,Peer-to-peer payments,2634119,8623572416.0,3273.7975831767662,2023-Q1,peer-to-peer payments
Chandigarh,2023,1,Recharge & bill payments,700479,803831354.0,1147.5452568885005,2023-Q1,recharge & bill payments
Chandigarh,2023,1,Financial Services,8163,12527258.0,1534.638980766875,2023-Q1,financial services
Chandigarh,2023,1,Others,11931,10032289.0,840.8590227139384,2023-Q1,others
Chandigarh,2023,4,Merchant payments,9052694,4771466320.0,527.0769474810481,2023-Q4,merchant payments
Chandigarh,2023,4,Peer-to-peer payments,3480727,10531589834.0,3025.686827493222,2023-Q4,peer-to-peer payments
Chandigarh,2023,4,Recharge & bill payments,725553,944249351.0,1301.4202284326575,2023-Q4,recharge & bill payments
Chandigarh,2023,4,Financial Services,10241,21758309.0,2124.6273801386583,2023-Q4,financial services
Chandigarh,2023,4,Others,10863,12159187.0,1119.321274049526,2023-Q4,others
Chandigarh,2023,2,Merchant payments,7747501,3820964178.0,493.1866647064647,2023-Q2,merchant payments
Chandigarh,2023,2,Peer-to-peer payments,3048793,9726960611.0,3190.4299868833336,2023-Q2,peer-to-peer payments
Chandigarh,2023,2,Recharge & bill payments,737650,845159777.0,1145.7463254931201,2023-Q2,recharge & bill payments
Chandigarh,2023,2,Financial Services,8262,11723572.0,1418.9750665698377,2023-Q2,financial services
Chandigarh,2023,2,Others,11481,9600612.0,836.2174026652731,2023-Q2,others
Chandigarh,2023,3,Merchant payments,8849667,4339437634.0,490.3503865173684,2023-Q3,merchant payments
Chandigarh,2023,3,Peer-to-peer payments,3410620,10182027091.0,2985.388900258604,2023-Q3,peer-to-peer payments
Chandigarh,2023,3,Recharge & bill payments,771020,877282807.0,1137.82107727426,2023-Q3,recharge & bill payments
Chandigarh,2023,3,Financial Services,10756,19516305.0,1814.4575120862773,2023-Q3,financial services
Chandigarh,2023,3,Others,10102,8519474.0,843.3452781627401,2023-Q3,others
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758,3080.74644858047,2019-Q1,peer-to-peer payments
Chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376,413.2380996451288,2019-Q1,recharge & bill payments
Chandigarh,2019,1,Merchant payments,169984,97230471.44089967,571.9977847379733,2019-Q1,merchant payments
Chandigarh,2019,1,Financial Services,7412,917030.9066760786,123.72246447329717,2019-Q1,financial services
Chandigarh,2019,1,Others,17070,12603012.342693318,738.3135525889465,2019-Q1,others
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693,3865.6721761517156,2019-Q4,peer-to-peer payments
Chandigarh,2019,4,Merchant payments,561630,318692521.79224944,567.4421270093289,2019-Q4,merchant payments
Chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552,702.8192977687825,2019-Q4,recharge & bill payments
Chandigarh,2019,4,Financial Services,1911,654298.6785004465,342.3854937207988,2019-Q4,financial services
Chandigarh,2019,4,Others,21321,8707473.86293627,408.3989429640387,2019-Q4,others
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348,3868.605895890293,2019-Q2,peer-to-peer payments
Chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655,542.3963363195866,2019-Q2,recharge & bill payments
Chandigarh,2019,2,Merchant payments,277811,152766864.66190332,549.8949453473884,2019-Q2,merchant payments
Chandigarh,2019,2,Financial Services,5590,839765.161351582,150.22632582318104,2019-Q2,financial services
Chandigarh,2019,2,Others,21926,13928050.053676538,635.2298665363741,2019-Q2,others
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325,3897.8891199988543,2019-Q3,peer-to-peer payments
Chandigarh,2019,3,Merchant payments,447069,226535908.8355719,506.7135248374901,2019-Q3,merchant payments
Chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217816,693.938078029512,2019-Q3,recharge & bill payments
Chandigarh,2019,3,Financial Services,2447,794918.674981478,324.85438291028936,2019-Q3,financial services
Chandigarh,2019,3,Others,26575,13282206.873976795,499.8008231035483,2019-Q3,others
Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416,235.90931801653647,2018-Q1,recharge & bill payments
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34055936,3907.166479254672,2018-Q1,peer-to-peer payments
Chandigarh,2018,1,Merchant payments,21431,19477066.533276718,908.8267711855125,2018-Q1,merchant payments
Chandigarh,2018,1,Financial Services,8473,1865618.249949839,220.18390770091338,2018-Q1,financial services
Chandigarh,2018,1,Others,15593,16614305.58119321,1065.497696478754,2018-Q1,others
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.3196409,4157.668253491372,2018-Q4,peer-to-peer payments
Chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274208,412.6226575877205,2018-Q4,recharge & bill payments
Chandigarh,2018,4,Merchant payments,135266,94010713.60616027,695.006236646018,2018-Q4,merchant payments
Chandigarh,2018,4,Financial Services,10008,2039811.3372037038,203.8180792569648,2018-Q4,financial services
Chandigarh,2018,4,Others,17854,14538888.5242277,814.3210778664557,2018-Q4,others
Chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952,341.67708765484224,2018-Q2,recharge & bill payments
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220204,4291.779436676414,2018-Q2,peer-to-peer payments
Chandigarh,2018,2,Merchant payments,34606,29408471.506333277,849.8084582538658,2018-Q2,merchant payments
Chandigarh,2018,2,Financial Services,11927,3679451.8635118967,308.4976828634105,2018-Q2,financial services
Chandigarh,2018,2,Others,13376,16116275.274144217,1204.8650773134134,2018-Q2,others
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761,4122.514731167519,2018-Q3,peer-to-peer payments
Chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905,425.63672173609297,2018-Q3,recharge & bill payments
Chandigarh,2018,3,Merchant payments,64998,37560565.97386869,577.8726418331132,2018-Q3,merchant payments
Chandigarh,2018,3,Financial Services,7642,1302311.5967954171,170.41502182614724,2018-Q3,financial services
Chandigarh,2018,3,Others,12493,12234189.324580798,979.2835447515247,2018-Q3,others
Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.468033,4066.0000703218343,2020-Q1,peer-to-peer payments
Chandigarh,2020,1,Merchant payments,764832,438193845.4527705,572.9282318898405,2020-Q1,merchant payments
Chandigarh,2020,1,Recharge & bill payments,389851,257250007.2445577,659.8675064179846,2020-Q1,recharge & bill payments
Chandigarh,2020,1,Financial Services,1574,1406138.1883251297,893.3533597999553,2020-Q1,financial services
Chandigarh,2020,1,Others,18853,8230536.662513691,436.56376505138127,2020-Q1,others
Chandigarh,2020,4,Merchant payments,1322026,939307675.8510206,710.5062047577132,2020-Q4,merchant payments
Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.339843,4202.531817812362,2020-Q4,peer-to-peer payments
Chandigarh,2020,4,Recharge & bill payments,409997,320731281.94750684,782.2771433632608,2020-Q4,recharge & bill payments
Chandigarh,2020,4,Financial Services,3346,4400109.748752326,1315.035788628908,2020-Q4,financial services
Chandigarh,2020,4,Others,17970,10005102.462219946,556.7669706299358,2020-Q4,others
Chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.5471582,4295.120268407063,2020-Q2,peer-to-peer payments
Chandigarh,2020,2,Merchant payments,390906,331423259.0003719,847.8336454297756,2020-Q2,merchant payments
Chandigarh,2020,2,Recharge & bill payments,361577,214425229.3354035,593.0278456190617,2020-Q2,recharge & bill payments
Chandigarh,2020,2,Financial Services,1797,3982005.1176844486,2215.9182624843897,2020-Q2,financial services
Chandigarh,2020,2,Others,7032,4125116.689457224,586.6206896270228,2020-Q2,others
Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.412492,4254.9958914001745,2020-Q3,peer-to-peer payments
Chandigarh,2020,3,Merchant payments,796634,604271248.9262259,758.5305785671035,2020-Q3,merchant payments
Chandigarh,2020,3,Recharge & bill payments,366353,296964794.9657042,810.5974155137374,2020-Q3,recharge & bill payments
Chandigarh,2020,3,Financial Services,2643,5254415.457263877,1988.0497378977966,2020-Q3,financial services
Chandigarh,2020,3,Others,10470,4972498.603385328,474.9282333701364,2020-Q3,others
Chandigarh,2021,1,Merchant payments,1799072,1210594490.0981498,672.899411528916,2021-Q1,merchant payments
Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.303293,4019.109756850352,2021-Q1,peer-to-peer payments
Chandigarh,2021,1,Recharge & bill payments,678396,451109555.33889335,664.9649398565047,2021-Q1,recharge & bill payments
Chandigarh,2021,1,Financial Services,5111,7700394.761505902,1506.6317279408925,2021-Q1,financial services
Chandigarh,2021,1,Others,15574,10549252.044153867,677.3630438008133,2021-Q1,others
Chandigarh,2021,4,Merchant payments,4056249,3041038519.8233976,749.7169231532378,2021-Q4,merchant payments
Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.107159,3792.7544572244033,2021-Q4,peer-to-peer payments
Chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2429855,684.7837861043549,2021-Q4,recharge & bill payments
Chandigarh,2021,4,Financial Services,7038,10459431.863661807,1486.1369513585971,2021-Q4,financial services
Chandigarh,2021,4,Others,24902,17832859.58125159,716.1215798430484,2021-Q4,others
Chandigarh,2021,2,Merchant payments,1926913,1390989390.7789688,721.8745167939439,2021-Q2,merchant payments
Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.922333,3932.011039537722,2021-Q2,peer-to-peer payments
Chandigarh,2021,2,Recharge & bill payments,806710,467698864.6672056,579.7608368152194,2021-Q2,recharge & bill payments
Chandigarh,2021,2,Financial Services,5502,7394941.032842191,1344.0459892479446,2021-Q2,financial services
Chandigarh,2021,2,Others,14863,10458390.53475552,703.6527305897545,2021-Q2,others
Chandigarh,2021,3,Merchant payments,3179506,2245390329.2047896,706.2072942163938,2021-Q3,merchant payments
Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.340746,3667.353661406713,2021-Q3,peer-to-peer payments
Chandigarh,2021,3,Recharge & bill payments,1008585,620437997.3899603,615.1568756128241,2021-Q3,recharge & bill payments
Chandigarh,2021,3,Financial Services,5700,7960844.903971832,1396.6394568371636,2021-Q3,financial services
Chandigarh,2021,3,Others,21170,14225734.853836158,671.9761385846083,2021-Q3,others
Lakshadweep,2024,1,Merchant payments,42704,26729830.0,625.9326995129262,2024-Q1,merchant payments
Lakshadweep,2024,1,Peer-to-peer payments,28805,96802351.0,3360.609303940288,2024-Q1,peer-to-peer payments
Lakshadweep,2024,1,Recharge & bill payments,9584,6450723.0,673.0720993322203,2024-Q1,recharge & bill payments
Lakshadweep,2024,1,Financial Services,36,19372.0,538.1111111111111,2024-Q1,financial services
Lakshadweep,2024,1,Others,47,50105.0,1066.063829787234,2024-Q1,others
Lakshadweep,2024,4,Merchant payments,129497,57962618.0,447.59815285296185,2024-Q4,merchant payments
Lakshadweep,2024,4,Peer-to-peer payments,54568,181385170.0,3324.0208547133852,2024-Q4,peer-to-peer payments
Lakshadweep,2024,4,Recharge & bill payments,13089,7577602.0,578.9290243716098,2024-Q4,recharge & bill payments
Lakshadweep,2024,4,Financial Services,603,819138.0,1358.4378109452737,2024-Q4,financial services
Lakshadweep,2024,4,Others,20,12153.0,607.65,2024-Q4,others
Lakshadweep,2024,2,Merchant payments,68346,33965752.0,496.9676645304773,2024-Q2,merchant payments
Lakshadweep,2024,2,Peer-to-peer payments,30929,105941312.0,3425.306734779657,2024-Q2,peer-to-peer payments
Lakshadweep,2024,2,Recharge & bill payments,9704,6200429.0,638.9559975267931,2024-Q2,recharge & bill payments
Lakshadweep,2024,2,Financial Services,59,46549.0,788.9661016949152,2024-Q2,financial services
Lakshadweep,2024,2,Others,47,58799.0,1251.0425531914893,2024-Q2,others
Lakshadweep,2024,3,Merchant payments,100441,45937079.0,457.35385947969456,2024-Q3,merchant payments
Lakshadweep,2024,3,Peer-to-peer payments,44556,138863144.0,3116.5980788221564,2024-Q3,peer-to-peer payments
Lakshadweep,2024,3,Recharge & bill payments,12305,7418004.0,602.8446972775295,2024-Q3,recharge & bill payments
Lakshadweep,2024,3,Financial Services,130,159127.0,1224.053846153846,2024-Q3,financial services
Lakshadweep,2024,3,Others,46,30733.0,668.1086956521739,2024-Q3,others
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763,6140.637503899612,2022-Q1,peer-to-peer payments
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537,435.4293531233509,2022-Q1,recharge & bill payments
Lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925,1259.30392343484,2022-Q1,merchant payments
Lakshadweep,2022,1,Financial Services,39,38274.22628876488,981.390417660638,2022-Q1,financial services
Lakshadweep,2022,1,Others,63,149355.3310943247,2370.719541179757,2022-Q1,others
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243,5462.858162943161,2022-Q4,peer-to-peer payments
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947,444.31405622172366,2022-Q4,recharge & bill payments
Lakshadweep,2022,4,Merchant payments,3819,5250991.002376802,1374.9649129030643,2022-Q4,merchant payments
Lakshadweep,2022,4,Financial Services,35,26453.0247779254,755.8007079407257,2022-Q4,financial services
Lakshadweep,2022,4,Others,50,61304.43025482374,1226.0886050964748,2022-Q4,others
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901,5706.245206391357,2022-Q2,peer-to-peer payments
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198,444.67847832225084,2022-Q2,recharge & bill payments
Lakshadweep,2022,2,Merchant payments,3602,4895657.060086848,1359.1496557709183,2022-Q2,merchant payments
Lakshadweep,2022,2,Financial Services,59,87127.8249489804,1476.7427957454306,2022-Q2,financial services
Lakshadweep,2022,2,Others,51,108944.34272364664,2136.163582816601,2022-Q2,others
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238,5313.819703405334,2022-Q3,peer-to-peer payments
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425,436.05906479498816,2022-Q3,recharge & bill payments
Lakshadweep,2022,3,Merchant payments,3142,5469200.646094429,1740.6749351032556,2022-Q3,merchant payments
Lakshadweep,2022,3,Financial Services,64,63629.88416689246,994.2169401076947,2022-Q3,financial services
Lakshadweep,2022,3,Others,61,81636.9547320153,1338.3107333117264,2022-Q3,others
Lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0,4906.971108727712,2023-Q1,peer-to-peer payments
Lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0,474.1218776396766,2023-Q1,recharge & bill payments
Lakshadweep,2023,1,Merchant payments,6123,7988014.0,1304.591540094725,2023-Q1,merchant payments
Lakshadweep,2023,1,Financial Services,153,160430.0,1048.562091503268,2023-Q1,financial services
Lakshadweep,2023,1,Others,39,42274.0,1083.948717948718,2023-Q1,others
Lakshadweep,2023,4,Merchant payments,27931,20455699.0,732.365436253625,2023-Q4,merchant payments
Lakshadweep,2023,4,Peer-to-peer payments,25886,93623472.0,3616.7608746040332,2023-Q4,peer-to-peer payments
Lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0,581.2136034428466,2023-Q4,recharge & bill payments
Lakshadweep,2023,4,Financial Services,79,102991.0,1303.6835443037974,2023-Q4,financial services
Lakshadweep,2023,4,Others,56,111999.0,1999.982142857143,2023-Q4,others
Lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0,4764.260458520444,2023-Q2,peer-to-peer payments
Lakshadweep,2023,2,Merchant payments,9524,12585603.0,1321.4618857622847,2023-Q2,merchant payments
Lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0,558.9796066127669,2023-Q2,recharge & bill payments
Lakshadweep,2023,2,Financial Services,105,52460.0,499.6190476190476,2023-Q2,financial services
Lakshadweep,2023,2,Others,78,86767.0,1112.3974358974358,2023-Q2,others
Lakshadweep,2023,3,Peer-to-peer payments,20220,77301147.0,3823.004302670623,2023-Q3,peer-to-peer payments
Lakshadweep,2023,3,Merchant payments,14902,12027729.0,807.1217957321165,2023-Q3,merchant payments
Lakshadweep,2023,3,Recharge & bill payments,8577,5093309.0,593.8333916287746,2023-Q3,recharge & bill payments
Lakshadweep,2023,3,Financial Services,16,12540.0,783.75,2023-Q3,financial services
Lakshadweep,2023,3,Others,42,92336.0,2198.4761904761904,2023-Q3,others
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929,6949.62161330256,2019-Q1,peer-to-peer payments
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514,301.67990109424136,2019-Q1,recharge & bill payments
Lakshadweep,2019,1,Merchant payments,113,183062.1455975621,1620.018987589045,2019-Q1,merchant payments
Lakshadweep,2019,1,Others,12,27795.441220958,2316.2867684131666,2019-Q1,others
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766,343.22926177927627,2019-Q4,recharge & bill payments
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496,5923.224898271817,2019-Q4,peer-to-peer payments
Lakshadweep,2019,4,Merchant payments,188,211413.62244321496,1124.540544910718,2019-Q4,merchant payments
Lakshadweep,2019,4,Financial Services,2,34.39721181625656,17.19860590812828,2019-Q4,financial services
Lakshadweep,2019,4,Others,21,56896.23813384895,2709.344673040426,2019-Q4,others
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296,301.61268540153975,2019-Q2,recharge & bill payments
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196,6527.110863268737,2019-Q2,peer-to-peer payments
Lakshadweep,2019,2,Merchant payments,137,190716.5411561734,1392.0915412859372,2019-Q2,merchant payments
Lakshadweep,2019,2,Others,23,12340.30958308919,536.5351992647475,2019-Q2,others
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635,329.22070758597084,2019-Q3,recharge & bill payments
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446,6132.83427006766,2019-Q3,peer-to-peer payments
Lakshadweep,2019,3,Merchant payments,111,215159.68119447335,1938.3755062565167,2019-Q3,merchant payments
Lakshadweep,2019,3,Others,10,10278.678434187355,1027.8678434187354,2019-Q3,others
Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597143,4397.820989266464,2018-Q1,peer-to-peer payments
Lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074,179.6258753948852,2018-Q1,recharge & bill payments
Lakshadweep,2018,1,Merchant payments,5,590.7505138175776,118.15010276351552,2018-Q1,merchant payments
Lakshadweep,2018,1,Others,8,6310.102519157715,788.7628148947143,2018-Q1,others
Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404,443.43571704550556,2018-Q4,recharge & bill payments
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924,5575.080451191472,2018-Q4,peer-to-peer payments
Lakshadweep,2018,4,Merchant payments,144,262079.85573632165,1819.9989981689005,2018-Q4,merchant payments
Lakshadweep,2018,4,Financial Services,6,389.8932323919954,64.9822053986659,2018-Q4,financial services
Lakshadweep,2018,4,Others,11,8312.430483153179,755.6754984684708,2018-Q4,others
Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379,4378.040364957703,2018-Q2,peer-to-peer payments
Lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042,470.9370651346723,2018-Q2,recharge & bill payments
Lakshadweep,2018,2,Merchant payments,42,64568.47789279556,1537.3447117332278,2018-Q2,merchant payments
Lakshadweep,2018,2,Financial Services,6,9134.413223158994,1522.4022038598323,2018-Q2,financial services
Lakshadweep,2018,2,Others,19,3780.7695141997474,198.98786916840777,2018-Q2,others
Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305,4668.310041478062,2018-Q3,peer-to-peer payments
Lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416,396.0241107921502,2018-Q3,recharge & bill payments
Lakshadweep,2018,3,Merchant payments,87,94046.43333034206,1080.9934865556559,2018-Q3,merchant payments
Lakshadweep,2018,3,Others,15,17958.809570422687,1197.2539713615124,2018-Q3,others
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999,294.0593385292101,2020-Q1,recharge & bill payments
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832,6026.753995085509,2020-Q1,peer-to-peer payments
Lakshadweep,2020,1,Merchant payments,387,216594.03077193064,559.6744981186838,2020-Q1,merchant payments
Lakshadweep,2020,1,Others,12,33192.017283045374,2766.0014402537813,2020-Q1,others
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235,289.0491831077547,2020-Q4,recharge & bill payments
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665,5754.930024396752,2020-Q4,peer-to-peer payments
Lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938,735.6724447718188,2020-Q4,merchant payments
Lakshadweep,2020,4,Financial Services,22,13968.7539965527,634.9433634796682,2020-Q4,financial services
Lakshadweep,2020,4,Others,32,86826.16675951776,2713.31771123493,2020-Q4,others
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572,236.08942374351167,2020-Q2,recharge & bill payments
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092,6764.064884609877,2020-Q2,peer-to-peer payments
Lakshadweep,2020,2,Merchant payments,472,971609.4583537823,2058.4946151563186,2020-Q2,merchant payments
Lakshadweep,2020,2,Financial Services,60,158593.59701229632,2643.2266168716055,2020-Q2,financial services
Lakshadweep,2020,2,Others,15,32419.703092655054,2161.313539510337,2020-Q2,others
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269,252.75714519085795,2020-Q3,recharge & bill payments
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835,6513.710664882157,2020-Q3,peer-to-peer payments
Lakshadweep,2020,3,Merchant payments,903,842981.169451366,933.533963955001,2020-Q3,merchant payments
Lakshadweep,2020,3,Financial Services,27,45457.50970027798,1683.6114703806659,2020-Q3,financial services
Lakshadweep,2020,3,Others,17,42055.45694608544,2473.8504085932614,2020-Q3,others
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147,6297.238715733675,2021-Q1,peer-to-peer payments
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704,302.23366897844403,2021-Q1,recharge & bill payments
Lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906,676.7819098177557,2021-Q1,merchant payments
Lakshadweep,2021,1,Financial Services,19,15929.095105497145,838.3734266051129,2021-Q1,financial services
Lakshadweep,2021,1,Others,46,92715.5843109472,2015.5561806727653,2021-Q1,others
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765,6247.787092704452,2021-Q4,peer-to-peer payments
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838,391.0179816624993,2021-Q4,recharge & bill payments
Lakshadweep,2021,4,Merchant payments,2872,4071239.087436496,1417.5623563497547,2021-Q4,merchant payments
Lakshadweep,2021,4,Financial Services,27,19994.541946360278,740.5385906059362,2021-Q4,financial services
Lakshadweep,2021,4,Others,62,116381.74598782149,1877.1249352874433,2021-Q4,others
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295,317.38422041776596,2021-Q2,recharge & bill payments
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483,5897.3746605221995,2021-Q2,peer-to-peer payments
Lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401,875.1187117917041,2021-Q2,merchant payments
Lakshadweep,2021,2,Financial Services,29,15052.018496008179,519.0351205520062,2021-Q2,financial services
Lakshadweep,2021,2,Others,44,101366.40306045809,2303.781887737684,2021-Q2,others
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854,6003.535698992413,2021-Q3,peer-to-peer payments
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956,329.96069736006126,2021-Q3,recharge & bill payments
Lakshadweep,2021,3,Merchant payments,2450,2750367.063028222,1122.598801236009,2021-Q3,merchant payments
Lakshadweep,2021,3,Financial Services,48,137227.35390598275,2858.9032063746404,2021-Q3,financial services
Lakshadweep,2021,3,Others,32,73174.28816768769,2286.69650524024,2021-Q3,others
Mizoram,2024,1,Peer-to-peer payments,852682,2946283349.0,3455.3131753690122,2024-Q1,peer-to-peer payments
Mizoram,2024,1,Merchant payments,537550,568411807.0,1057.411974700028,2024-Q1,merchant payments
Mizoram,2024,1,Recharge & bill payments,233738,109792002.0,469.7225183752749,2024-Q1,recharge & bill payments
Mizoram,2024,1,Financial Services,1756,4788439.0,2726.901480637813,2024-Q1,financial services
Mizoram,2024,1,Others,1290,821133.0,636.5372093023256,2024-Q1,others
Mizoram,2024,4,Peer-to-peer payments,1220369,3439847971.0,2818.694977502706,2024-Q4,peer-to-peer payments
