state,year,quarter,transaction_type,count,amount,avg_transaction_value,year_quarter,transaction_category
Chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987.152398,513.1428540454837,2022-Q4,recharge & bill payments
Chhattisgarh,2022,4,Financial Services,63695,81169069.23462963,1274.3397320767663,2022-Q4,financial services
Chhattisgarh,2022,4,Others,179891,141385263.4082809,785.949621761405,2022-Q4,others
Chhattisgarh,2022,2,Merchant payments,61093916,41536371583.74904,679.8773806502932,2022-Q2,merchant payments
Chhattisgarh,2022,2,Peer-to-peer payments,42532112,133534947239.2497,3139.6265306375967,2022-Q2,peer-to-peer payments
Chhattisgarh,2022,2,Recharge & bill payments,12737942,5949415519.837789,467.06253803305026,2022-Q2,recharge & bill payments
Chhattisgarh,2022,2,Financial Services,41530,46037703.16128763,1108.5408899900706,2022-Q2,financial services
Chhattisgarh,2022,2,Others,178548,114905117.7834119,643.553093753007,2022-Q2,others
Chhattisgarh,2022,3,Merchant payments,84355775,50874051122.3736,603.089131981463,2022-Q3,merchant payments
Chhattisgarh,2022,3,Peer-to-peer payments,57116149,161027214428.20593,2819.2939693501735,2022-Q3,peer-to-peer payments
Chhattisgarh,2022,3,Recharge & bill payments,16538894,8069941553.075293,487.93719538170404,2022-Q3,recharge & bill payments
Chhattisgarh,2022,3,Financial Services,55775,61881709.73674865,1109.4882964903388,2022-Q3,financial services
Chhattisgarh,2022,3,Others,185994,128469268.59740639,690.7172736615503,2022-Q3,others
Chhattisgarh,2023,1,Merchant payments,115821237,68619935279.0,592.4641892660843,2023-Q1,merchant payments
Chhattisgarh,2023,1,Peer-to-peer payments,76752033,221082684005.0,2880.4798435111156,2023-Q1,peer-to-peer payments
Chhattisgarh,2023,1,Recharge & bill payments,21896029,11162940453.0,509.81575028969866,2023-Q1,recharge & bill payments
Chhattisgarh,2023,1,Financial Services,72038,65398770.0,907.8371137455232,2023-Q1,financial services
Chhattisgarh,2023,1,Others,207620,157977952.0,760.8994894518833,2023-Q1,others
Chhattisgarh,2023,4,Merchant payments,185440451,102326470529.0,551.8023170090328,2023-Q4,merchant payments
Chhattisgarh,2023,4,Peer-to-peer payments,110795079,287452814383.0,2594.4547084352002,2023-Q4,peer-to-peer payments
Chhattisgarh,2023,4,Recharge & bill payments,25330600,13898322691.0,548.6772003426686,2023-Q4,recharge & bill payments
Chhattisgarh,2023,4,Financial Services,115404,174278673.0,1510.161458874909,2023-Q4,financial services
Chhattisgarh,2023,4,Others,194798,133148269.0,683.519692193965,2023-Q4,others
Chhattisgarh,2023,2,Merchant payments,138222517,78172761996.0,565.557361366817,2023-Q2,merchant payments
Chhattisgarh,2023,2,Peer-to-peer payments,86887081,243032806463.0,2797.110959027384,2023-Q2,peer-to-peer payments
Chhattisgarh,2023,2,Recharge & bill payments,24550623,11714283831.0,477.1481290311859,2023-Q2,recharge & bill payments
Chhattisgarh,2023,2,Financial Services,77813,90235297.0,1159.6429516918768,2023-Q2,financial services
Chhattisgarh,2023,2,Others,193602,146759167.0,758.0457175029184,2023-Q2,others
Chhattisgarh,2023,3,Merchant payments,161142673,85645642195.0,531.4895216799588,2023-Q3,merchant payments
Chhattisgarh,2023,3,Peer-to-peer payments,97060888,251466237009.0,2590.8091527969536,2023-Q3,peer-to-peer payments
Chhattisgarh,2023,3,Recharge & bill payments,25011103,13000613447.0,519.7936871076818,2023-Q3,recharge & bill payments
Chhattisgarh,2023,3,Financial Services,95807,131864372.0,1376.3542538645402,2023-Q3,financial services
Chhattisgarh,2023,3,Others,182186,135322503.0,742.7711404828033,2023-Q3,others
Chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152.388483,2806.5902122263024,2019-Q1,peer-to-peer payments
Chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.5442779,226.70579162298088,2019-Q1,recharge & bill payments
Chhattisgarh,2019,1,Merchant payments,710047,374735986.85082686,527.7622282057763,2019-Q1,merchant payments
Chhattisgarh,2019,1,Financial Services,33835,5075418.743007188,150.00498723236848,2019-Q1,financial services
Chhattisgarh,2019,1,Others,78636,67920032.80184662,863.7269545989957,2019-Q1,others
Chhattisgarh,2019,4,Peer-to-peer payments,7241974,24112075521.017845,3329.489379693692,2019-Q4,peer-to-peer payments
Chhattisgarh,2019,4,Recharge & bill payments,5112337,1257371454.8604,245.9484683541793,2019-Q4,recharge & bill payments
Chhattisgarh,2019,4,Merchant payments,3852716,1720930747.6285615,446.67988702737534,2019-Q4,merchant payments
Chhattisgarh,2019,4,Financial Services,14974,4665759.804240476,311.59074423938,2019-Q4,financial services
Chhattisgarh,2019,4,Others,83757,48745253.90234077,581.9842389572307,2019-Q4,others
Chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038389.818308,3542.4015652314747,2019-Q2,peer-to-peer payments
Chhattisgarh,2019,2,Recharge & bill payments,3435305,855753107.510468,249.10542368449615,2019-Q2,recharge & bill payments
Chhattisgarh,2019,2,Merchant payments,1483870,654411637.0168115,441.01682560925923,2019-Q2,merchant payments
Chhattisgarh,2019,2,Financial Services,22563,4237631.55442897,187.81330294858708,2019-Q2,financial services
Chhattisgarh,2019,2,Others,98040,77914922.92227882,794.725856000396,2019-Q2,others
Chhattisgarh,2019,3,Peer-to-peer payments,5021844,17584630267.779922,3501.6281405356126,2019-Q3,peer-to-peer payments
Chhattisgarh,2019,3,Recharge & bill payments,4335851,1069468753.7262831,246.65717381115797,2019-Q3,recharge & bill payments
Chhattisgarh,2019,3,Merchant payments,2772084,1074255588.7227576,387.5263479471609,2019-Q3,merchant payments
Chhattisgarh,2019,3,Financial Services,16452,4542997.939180325,276.13651465963557,2019-Q3,financial services
Chhattisgarh,2019,3,Others,96880,70361559.28538439,726.2753848615234,2019-Q3,others
Chhattisgarh,2018,1,Recharge & bill payments,1177618,206518662.81014803,175.3698251981101,2018-Q1,recharge & bill payments
Chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336.1663632,3338.0213368991717,2018-Q1,peer-to-peer payments
Chhattisgarh,2018,1,Merchant payments,42411,39708474.15869055,936.2777147129412,2018-Q1,merchant payments
Chhattisgarh,2018,1,Financial Services,33002,7350624.274461515,222.73269118421658,2018-Q1,financial services
Chhattisgarh,2018,1,Others,87786,57339459.82710209,653.1731691511412,2018-Q1,others
Chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.4121984,227.35703569112823,2018-Q4,recharge & bill payments
Chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299.480802,3606.974178860493,2018-Q4,peer-to-peer payments
Chhattisgarh,2018,4,Merchant payments,458091,331842964.57864183,724.4040257910368,2018-Q4,merchant payments
Chhattisgarh,2018,4,Financial Services,42199,9709810.436343707,230.0957472059458,2018-Q4,financial services
Chhattisgarh,2018,4,Others,83882,70240102.06349953,837.3679938902211,2018-Q4,others
Chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628.0901169,214.00546048255293,2018-Q2,recharge & bill payments
Chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114547.658351,3968.7594957466576,2018-Q2,peer-to-peer payments
Chhattisgarh,2018,2,Merchant payments,118438,129967815.18510856,1097.348952068665,2018-Q2,merchant payments
Chhattisgarh,2018,2,Financial Services,40299,9405941.62707696,233.4038469211881,2018-Q2,financial services
Chhattisgarh,2018,2,Others,80892,69972510.60099621,865.0115042401746,2018-Q2,others
Chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.77590346,232.0113995355715,2018-Q3,recharge & bill payments
Chhattisgarh,2018,3,Peer-to-peer payments,1619886,5647949187.747948,3486.6337432065884,2018-Q3,peer-to-peer payments
Chhattisgarh,2018,3,Merchant payments,220572,145342066.01377475,658.932530029989,2018-Q3,merchant payments
Chhattisgarh,2018,3,Financial Services,31927,6195179.156999446,194.04200698466647,2018-Q3,financial services
Chhattisgarh,2018,3,Others,75845,59360083.75169004,782.6499275059666,2018-Q3,others
Chhattisgarh,2020,1,Peer-to-peer payments,8109789,28723854868.846924,3541.8745011549527,2020-Q1,peer-to-peer payments
Chhattisgarh,2020,1,Recharge & bill payments,6400067,1688995018.2209015,263.9027088655324,2020-Q1,recharge & bill payments
Chhattisgarh,2020,1,Merchant payments,4923214,2393811867.3887434,486.2294971107783,2020-Q1,merchant payments
Chhattisgarh,2020,1,Financial Services,12424,7378557.223060286,593.8954622553352,2020-Q1,financial services
Chhattisgarh,2020,1,Others,78497,46557359.6766012,593.1100510414564,2020-Q1,others
Chhattisgarh,2020,4,Peer-to-peer payments,14257312,50812302052.952705,3563.946840256614,2020-Q4,peer-to-peer payments
Chhattisgarh,2020,4,Merchant payments,11677743,8238390462.202984,705.4779731154371,2020-Q4,merchant payments
Chhattisgarh,2020,4,Recharge & bill payments,9423324,3033918783.208999,321.95844939736753,2020-Q4,recharge & bill payments
Chhattisgarh,2020,4,Financial Services,41308,48082346.06124696,1163.9959828906499,2020-Q4,financial services
Chhattisgarh,2020,4,Others,129949,82280639.52262866,633.1763962987685,2020-Q4,others
Chhattisgarh,2020,2,Recharge & bill payments,8366200,2504355746.828547,299.3420844384006,2020-Q2,recharge & bill payments
Chhattisgarh,2020,2,Peer-to-peer payments,7216219,27351810047.608715,3790.324274749521,2020-Q2,peer-to-peer payments
Chhattisgarh,2020,2,Merchant payments,3158417,2361252112.419633,747.6061939951669,2020-Q2,merchant payments
Chhattisgarh,2020,2,Financial Services,19986,17814454.60563486,891.34667295281,2020-Q2,financial services
Chhattisgarh,2020,2,Others,60103,33149845.438824516,551.5505954582053,2020-Q2,others
Chhattisgarh,2020,3,Peer-to-peer payments,9734445,34661165923.13037,3560.6720180894104,2020-Q3,peer-to-peer payments
Chhattisgarh,2020,3,Recharge & bill payments,8705513,2790720003.1373434,320.5692764041985,2020-Q3,recharge & bill payments
Chhattisgarh,2020,3,Merchant payments,5591916,3990179454.1880045,713.5621232843993,2020-Q3,merchant payments
Chhattisgarh,2020,3,Financial Services,34893,39141096.45070238,1121.746380382953,2020-Q3,financial services
Chhattisgarh,2020,3,Others,81772,45538330.62766186,556.893932246513,2020-Q3,others
Chhattisgarh,2021,1,Peer-to-peer payments,15621154,55638916992.13896,3561.7673951706106,2021-Q1,peer-to-peer payments
Chhattisgarh,2021,1,Merchant payments,15222763,10661449529.109669,700.3623145883352,2021-Q1,merchant payments
Chhattisgarh,2021,1,Recharge & bill payments,8456094,3000977538.840563,354.8893305633266,2021-Q1,recharge & bill payments
Chhattisgarh,2021,1,Financial Services,37395,40387648.84021996,1080.0280476058285,2021-Q1,financial services
Chhattisgarh,2021,1,Others,99031,68111552.62215017,687.7801155410949,2021-Q1,others
Chhattisgarh,2021,4,Merchant payments,40526025,29283695601.229546,722.5898814707227,2021-Q4,merchant payments
Chhattisgarh,2021,4,Peer-to-peer payments,32799167,102177997315.68285,3115.2619612468466,2021-Q4,peer-to-peer payments
Chhattisgarh,2021,4,Recharge & bill payments,11115444,4724827139.9519415,425.0686828121253,2021-Q4,recharge & bill payments
Chhattisgarh,2021,4,Financial Services,55237,66445873.296120845,1202.9232814258712,2021-Q4,financial services
Chhattisgarh,2021,4,Others,221621,146144588.65236923,659.4347496508419,2021-Q4,others
Chhattisgarh,2021,2,Peer-to-peer payments,18387345,62134058797.4359,3379.1751227507775,2021-Q2,peer-to-peer payments
Chhattisgarh,2021,2,Merchant payments,15369311,12828590761.713423,834.6887353449627,2021-Q2,merchant payments
Chhattisgarh,2021,2,Recharge & bill payments,10764784,3640692364.165052,338.20394019657545,2021-Q2,recharge & bill payments
Chhattisgarh,2021,2,Financial Services,40213,39620256.36433959,985.259900140243,2021-Q2,financial services
Chhattisgarh,2021,2,Others,127767,85809079.54731184,671.6059666996317,2021-Q2,others
Chhattisgarh,2021,3,Merchant payments,27552743,19905616746.805294,722.4549928406509,2021-Q3,merchant payments
Chhattisgarh,2021,3,Peer-to-peer payments,25447410,80506858751.32883,3163.6562915962304,2021-Q3,peer-to-peer payments
Chhattisgarh,2021,3,Recharge & bill payments,11039088,4045490947.2382197,366.4696709762817,2021-Q3,recharge & bill payments
Chhattisgarh,2021,3,Financial Services,38817,48855662.40142638,1258.615101667475,2021-Q3,financial services
Chhattisgarh,2021,3,Others,159880,99286155.00295877,621.0042219349435,2021-Q3,others
Odisha,2024,1,Merchant payments,480958823,229723048656.0,477.63558473279113,2024-Q1,merchant payments
Odisha,2024,1,Peer-to-peer payments,327868990,890454993995.0,2715.8865923703247,2024-Q1,peer-to-peer payments
Odisha,2024,1,Recharge & bill payments,54984697,35740864005.0,650.0147487399994,2024-Q1,recharge & bill payments
Odisha,2024,1,Financial Services,206264,317440749.0,1539.00219621456,2024-Q1,financial services
Odisha,2024,1,Others,159678,152375131.0,954.2650271170731,2024-Q1,others
Odisha,2024,4,Merchant payments,666763461,286924145371.0,430.32373870739144,2024-Q4,merchant payments
Odisha,2024,4,Peer-to-peer payments,418408615,978893406606.0,2339.563220049855,2024-Q4,peer-to-peer payments
Odisha,2024,4,Recharge & bill payments,56768341,38925218377.0,685.685325505637,2024-Q4,recharge & bill payments
Odisha,2024,4,Financial Services,971394,536760198.0,552.5669275288915,2024-Q4,financial services
Odisha,2024,4,Others,185757,178062687.0,958.5786107656777,2024-Q4,others
Odisha,2024,2,Merchant payments,543560945,246063468363.0,452.6879103924584,2024-Q2,merchant payments
Odisha,2024,2,Peer-to-peer payments,342157122,881670858128.0,2576.8011285996263,2024-Q2,peer-to-peer payments
Odisha,2024,2,Recharge & bill payments,57872828,36472333691.0,630.2151623038017,2024-Q2,recharge & bill payments
Odisha,2024,2,Financial Services,259583,475998990.0,1833.7063289968912,2024-Q2,financial services
Odisha,2024,2,Others,177257,156624829.0,883.603067861918,2024-Q2,others
Odisha,2024,3,Merchant payments,594398252,254047831665.0,427.40339630911296,2024-Q3,merchant payments
Odisha,2024,3,Peer-to-peer payments,372445745,884610057048.0,2375.1380407044253,2024-Q3,peer-to-peer payments
Odisha,2024,3,Recharge & bill payments,56600977,37869373438.0,669.0586531395032,2024-Q3,recharge & bill payments
Odisha,2024,3,Financial Services,306057,542793477.0,1773.5045334692556,2024-Q3,financial services
Odisha,2024,3,Others,189318,163889006.0,865.6810551558754,2024-Q3,others
Odisha,2022,1,Peer-to-peer payments,118999900,364447461107.48627,3062.586280387515,2022-Q1,peer-to-peer payments
Odisha,2022,1,Merchant payments,118108271,74302051597.7621,629.1011710582242,2022-Q1,merchant payments
Odisha,2022,1,Recharge & bill payments,26083549,12133153536.781809,465.1649795348711,2022-Q1,recharge & bill payments
Odisha,2022,1,Financial Services,102802,118946014.37332995,1157.0398861241022,2022-Q1,financial services
Odisha,2022,1,Others,338977,225699523.4203592,665.8254790748612,2022-Q1,others
Odisha,2022,4,Merchant payments,222167575,121470843740.33278,546.7532502901595,2022-Q4,merchant payments
Odisha,2022,4,Peer-to-peer payments,186438654,512124643103.06616,2746.880178093681,2022-Q4,peer-to-peer payments
Odisha,2022,4,Recharge & bill payments,36735289,18266150373.351486,497.23714908984346,2022-Q4,recharge & bill payments
Odisha,2022,4,Financial Services,132033,149681749.30767313,1133.6692289630103,2022-Q4,financial services
Odisha,2022,4,Others,241192,205745557.94232672,853.0364105871121,2022-Q4,others
Odisha,2022,2,Merchant payments,148544714,90369380298.62819,608.3648341645344,2022-Q2,merchant payments
Odisha,2022,2,Peer-to-peer payments,134717859,405793657448.2689,3012.1741873010983,2022-Q2,peer-to-peer payments
Odisha,2022,2,Recharge & bill payments,29843263,13602640170.909237,455.8027106790982,2022-Q2,recharge & bill payments
Odisha,2022,2,Financial Services,88649,95050158.46585183,1072.2079038212707,2022-Q2,financial services
Odisha,2022,2,Others,257113,174284263.75509703,677.850842839907,2022-Q2,others
Odisha,2022,3,Merchant payments,188143417,102889591517.77438,546.8678796121492,2022-Q3,merchant payments
Odisha,2022,3,Peer-to-peer payments,161912635,444439407187.0311,2744.9334462812685,2022-Q3,peer-to-peer payments
Odisha,2022,3,Recharge & bill payments,36270166,16916650473.363901,466.4067562680552,2022-Q3,recharge & bill payments
Odisha,2022,3,Financial Services,113961,114005498.98461477,1000.3904755540473,2022-Q3,financial services
Odisha,2022,3,Others,247147,185902663.39600113,752.1946994946373,2022-Q3,others
Odisha,2023,1,Merchant payments,243616581,133278562001.0,547.0832956193569,2023-Q1,merchant payments
Odisha,2023,1,Peer-to-peer payments,198553747,595933691341.0,3001.3721742607054,2023-Q1,peer-to-peer payments
Odisha,2023,1,Recharge & bill payments,40372356,24411906758.0,604.6688669345925,2023-Q1,recharge & bill payments
Odisha,2023,1,Financial Services,127296,134484035.0,1056.4670924459526,2023-Q1,financial services
Odisha,2023,1,Others,226108,210333528.0,930.2347904541193,2023-Q1,others
Odisha,2023,4,Merchant payments,401974050,192706056039.0,479.39924489901773,2023-Q4,merchant payments
Odisha,2023,4,Peer-to-peer payments,282995042,753723955251.0,2663.382191872464,2023-Q4,peer-to-peer payments
Odisha,2023,4,Recharge & bill payments,46794630,31909484745.0,681.9048413247417,2023-Q4,recharge & bill payments
Odisha,2023,4,Financial Services,219343,295192794.0,1345.8044888599134,2023-Q4,financial services
Odisha,2023,4,Others,154411,157176808.0,1017.9119881355603,2023-Q4,others
Odisha,2023,2,Merchant payments,282885225,147421475866.0,521.1352974196514,2023-Q2,merchant payments
Odisha,2023,2,Peer-to-peer payments,217285461,625263844732.0,2877.6147371038323,2023-Q2,peer-to-peer payments
Odisha,2023,2,Recharge & bill payments,44095331,26269101096.0,595.7342988535453,2023-Q2,recharge & bill payments
Odisha,2023,2,Financial Services,145204,188423267.0,1297.6451544034599,2023-Q2,financial services
Odisha,2023,2,Others,186608,189209143.0,1013.9390754951556,2023-Q2,others
Odisha,2023,3,Merchant payments,337194096,160182679944.0,475.04592115990073,2023-Q3,merchant payments
Odisha,2023,3,Peer-to-peer payments,239288791,651619933183.0,2723.1527664118626,2023-Q3,peer-to-peer payments
Odisha,2023,3,Recharge & bill payments,45575270,28052828938.0,615.5274327063778,2023-Q3,recharge & bill payments
Odisha,2023,3,Financial Services,174288,272020312.0,1560.751813090976,2023-Q3,financial services
Odisha,2023,3,Others,165158,170875747.0,1034.6198609816056,2023-Q3,others
Odisha,2019,1,Peer-to-peer payments,24117274,33342321630.613514,1382.5078916718994,2019-Q1,peer-to-peer payments
Odisha,2019,1,Recharge & bill payments,6713747,1120730273.3482153,166.93066827633143,2019-Q1,recharge & bill payments
Odisha,2019,1,Merchant payments,2690762,821493664.580642,305.3014962232416,2019-Q1,merchant payments
Odisha,2019,1,Financial Services,375910,34542738.889085874,91.89098158890658,2019-Q1,financial services
Odisha,2019,1,Others,134249,108039623.26819064,804.7704136953768,2019-Q1,others
Odisha,2019,4,Peer-to-peer payments,43284477,72966050937.29504,1685.732530331718,2019-Q4,peer-to-peer payments
Odisha,2019,4,Recharge & bill payments,10629461,2290841668.304525,215.518140412249,2019-Q4,recharge & bill payments
Odisha,2019,4,Merchant payments,10601703,4395710870.154251,414.6230912292347,2019-Q4,merchant payments
Odisha,2019,4,Financial Services,323887,38782542.04589868,119.74096535488823,2019-Q4,financial services
Odisha,2019,4,Others,156105,77987614.2508337,499.5843454779392,2019-Q4,others
Odisha,2019,2,Peer-to-peer payments,16455353,41423292021.956635,2517.3140935935335,2019-Q2,peer-to-peer payments
Odisha,2019,2,Recharge & bill payments,7845252,1506620072.6624596,192.0422789048025,2019-Q2,recharge & bill payments
Odisha,2019,2,Merchant payments,4827067,1664621261.2600245,344.8514928962089,2019-Q2,merchant payments
Odisha,2019,2,Financial Services,202705,20424212.30787918,100.75830545807543,2019-Q2,financial services
Odisha,2019,2,Others,181647,139897303.4868461,770.1602750766382,2019-Q2,others
Odisha,2019,3,Peer-to-peer payments,18490877,51447586885.48035,2782.322703540797,2019-Q3,peer-to-peer payments
Odisha,2019,3,Merchant payments,13984738,3895753253.334454,278.5717725519387,2019-Q3,merchant payments
Odisha,2019,3,Recharge & bill payments,8565917,1806123698.4609375,210.85001155870847,2019-Q3,recharge & bill payments
Odisha,2019,3,Financial Services,195034,31079934.758642014,159.35649557842228,2019-Q3,financial services
Odisha,2019,3,Others,185706,124033587.18883926,667.9029605335274,2019-Q3,others
Odisha,2018,1,Recharge & bill payments,2874109,331254466.1508661,115.2546636717209,2018-Q1,recharge & bill payments
Odisha,2018,1,Peer-to-peer payments,2305610,4033548999.1932316,1749.4498198711974,2018-Q1,peer-to-peer payments
Odisha,2018,1,Financial Services,323352,58099674.94576137,179.6793430866714,2018-Q1,financial services
Odisha,2018,1,Merchant payments,129659,112301341.66618621,866.1283957626251,2018-Q1,merchant payments
Odisha,2018,1,Others,177091,92427728.93143727,521.9222260388008,2018-Q1,others
Odisha,2018,4,Peer-to-peer payments,12285028,21804268077.596016,1774.8651511088144,2018-Q4,peer-to-peer payments
Odisha,2018,4,Recharge & bill payments,5142124,773017649.5916129,150.33041785682587,2018-Q4,recharge & bill payments
Odisha,2018,4,Merchant payments,3061813,682181415.8729985,222.80309603264422,2018-Q4,merchant payments
Odisha,2018,4,Financial Services,495495,55534399.30905172,112.07862704780416,2018-Q4,financial services
Odisha,2018,4,Others,158338,114868029.19162312,725.4609076256055,2018-Q4,others
Odisha,2018,2,Peer-to-peer payments,3989202,7621288195.565702,1910.47938799933,2018-Q2,peer-to-peer payments
Odisha,2018,2,Recharge & bill payments,3307545,482823290.3527084,145.97633300611432,2018-Q2,recharge & bill payments
Odisha,2018,2,Financial Services,472304,67829259.91787937,143.61356227743016,2018-Q2,financial services
Odisha,2018,2,Merchant payments,257628,213530873.3537121,828.8341071378582,2018-Q2,merchant payments
Odisha,2018,2,Others,131465,102838720.42969128,782.2517052423937,2018-Q2,others
Odisha,2018,3,Peer-to-peer payments,24472139,22029087498.562176,900.1700872392959,2018-Q3,peer-to-peer payments
Odisha,2018,3,Recharge & bill payments,3886392,605721781.5285043,155.85709869938603,2018-Q3,recharge & bill payments
Odisha,2018,3,Financial Services,836547,97292154.49117658,116.30207805559829,2018-Q3,financial services
Odisha,2018,3,Merchant payments,729995,275532813.41930753,377.4447954017596,2018-Q3,merchant payments
Odisha,2018,3,Others,127082,86881527.58366849,683.6650948495341,2018-Q3,others
Odisha,2020,1,Peer-to-peer payments,27110930,82863844732.4941,3056.473707559796,2020-Q1,peer-to-peer payments
Odisha,2020,1,Merchant payments,13269709,5738217250.062569,432.42977295602856,2020-Q1,merchant payments
Odisha,2020,1,Recharge & bill payments,13083524,3253609732.8992968,248.67992238935756,2020-Q1,recharge & bill payments
Odisha,2020,1,Financial Services,84037,27641460.905009564,328.9201292884035,2020-Q1,financial services
Odisha,2020,1,Others,134107,73485022.97217913,547.9581451540869,2020-Q1,others
Odisha,2020,4,Peer-to-peer payments,47588728,153208735347.1269,3219.4332941012185,2020-Q4,peer-to-peer payments
Odisha,2020,4,Merchant payments,27124765,19347472702.804092,713.2770625959006,2020-Q4,merchant payments
Odisha,2020,4,Recharge & bill payments,17318073,5532179002.002789,319.44541416373454,2020-Q4,recharge & bill payments
Odisha,2020,4,Financial Services,106189,104419909.66526456,983.3401733255287,2020-Q4,financial services
Odisha,2020,4,Others,187195,109856053.01820508,586.8535645621148,2020-Q4,others
Odisha,2020,2,Peer-to-peer payments,24520938,80990080777.89252,3302.8948883559233,2020-Q2,peer-to-peer payments
Odisha,2020,2,Recharge & bill payments,17040333,4551061364.34481,267.07584671877066,2020-Q2,recharge & bill payments
Odisha,2020,2,Merchant payments,8313965,6092753944.948116,732.8337255386709,2020-Q2,merchant payments
Odisha,2020,2,Financial Services,66787,50322080.338512495,753.4711895804946,2020-Q2,financial services
Odisha,2020,2,Others,86553,48818444.57258892,564.029491439799,2020-Q2,others
Odisha,2020,3,Peer-to-peer payments,34182172,107064668710.39911,3132.1786313169073,2020-Q3,peer-to-peer payments
Odisha,2020,3,Recharge & bill payments,17126851,5015719823.514479,292.85709460043057,2020-Q3,recharge & bill payments
Odisha,2020,3,Merchant payments,14519265,10242496366.436386,705.4417951897968,2020-Q3,merchant payments
Odisha,2020,3,Financial Services,90736,84971747.75755268,936.4722685323651,2020-Q3,financial services
Odisha,2020,3,Others,114805,56087156.18513397,488.54280027119,2020-Q3,others
Odisha,2021,1,Peer-to-peer payments,54417515,181450436291.91052,3334.412390788343,2021-Q1,peer-to-peer payments
Odisha,2021,1,Merchant payments,38180718,25201936762.205833,660.0697441626381,2021-Q1,merchant payments
Odisha,2021,1,Recharge & bill payments,18633830,6552605937.545543,351.6510528187465,2021-Q1,recharge & bill payments
Odisha,2021,1,Financial Services,87263,95064023.94844367,1089.3966967494089,2021-Q1,financial services
Odisha,2021,1,Others,141032,97693172.7305285,692.702172063989,2021-Q1,others
Odisha,2021,4,Peer-to-peer payments,107560893,310704112799.8908,2888.634559773419,2021-Q4,peer-to-peer payments
Odisha,2021,4,Merchant payments,99512650,63383870318.30179,636.9428441339045,2021-Q4,merchant payments
Odisha,2021,4,Recharge & bill payments,26302130,10728834440.697895,407.9074371808631,2021-Q4,recharge & bill payments
Odisha,2021,4,Financial Services,133004,147526652.49426866,1109.189591999253,2021-Q4,financial services
Odisha,2021,4,Others,416689,286705478.5345538,688.0562686669286,2021-Q4,others
Odisha,2021,2,Peer-to-peer payments,66929109,208405882369.0544,3113.8302224978734,2021-Q2,peer-to-peer payments
Odisha,2021,2,Merchant payments,39402607,29208847674.89984,741.2922620805227,2021-Q2,merchant payments
Odisha,2021,2,Recharge & bill payments,25183699,8024323050.14009,318.6316295370307,2021-Q2,recharge & bill payments
Odisha,2021,2,Financial Services,102474,102761986.97553992,1002.8103418968707,2021-Q2,financial services
Odisha,2021,2,Others,206448,122302396.20450994,592.4125988360747,2021-Q2,others
Odisha,2021,3,Peer-to-peer payments,85728576,251150860524.22568,2929.604949045528,2021-Q3,peer-to-peer payments
Odisha,2021,3,Merchant payments,64268830,43316348173.18004,673.9868793811874,2021-Q3,merchant payments
Odisha,2021,3,Recharge & bill payments,26943670,9025674783.404198,334.98312529080846,2021-Q3,recharge & bill payments
Odisha,2021,3,Financial Services,97213,112383446.87807697,1156.0536849811956,2021-Q3,financial services
Odisha,2021,3,Others,324385,175452005.353413,540.8758276535998,2021-Q3,others
Kerala,2024,1,Merchant payments,110514883,56336344201.0,509.76251045752815,2024-Q1,merchant payments
Kerala,2024,1,Peer-to-peer payments,54327957,156296863144.0,2876.914056311744,2024-Q1,peer-to-peer payments
Kerala,2024,1,Recharge & bill payments,16331869,14085091643.0,862.4298690492802,2024-Q1,recharge & bill payments
Kerala,2024,1,Financial Services,200007,279404679.0,1396.9745008924688,2024-Q1,financial services
Kerala,2024,1,Others,89250,80271071.0,899.3957535014006,2024-Q1,others
Kerala,2024,4,Merchant payments,145653590,72346901392.0,496.70524009741195,2024-Q4,merchant payments
Kerala,2024,4,Peer-to-peer payments,69815574,186965241113.0,2677.9875950457704,2024-Q4,peer-to-peer payments
Kerala,2024,4,Recharge & bill payments,16537561,13747095313.0,831.2649799447452,2024-Q4,recharge & bill payments
Kerala,2024,4,Financial Services,1014940,467808987.0,460.922800362583,2024-Q4,financial services
Kerala,2024,4,Others,90776,112923761.0,1243.982561469992,2024-Q4,others
Kerala,2024,2,Merchant payments,121221009,63702446188.0,525.5066486701163,2024-Q2,merchant payments
Kerala,2024,2,Peer-to-peer payments,56642113,163601027548.0,2888.3284694552267,2024-Q2,peer-to-peer payments
Kerala,2024,2,Recharge & bill payments,16678867,14261447047.0,855.0609011391481,2024-Q2,recharge & bill payments
Kerala,2024,2,Financial Services,243874,344607925.0,1413.0572549759302,2024-Q2,financial services
Kerala,2024,2,Others,86604,94293887.0,1088.7936700383354,2024-Q2,others
Kerala,2024,3,Merchant payments,133203180,69317965409.0,520.3927219230052,2024-Q3,merchant payments
Kerala,2024,3,Peer-to-peer payments,64012538,174589592514.0,2727.428062827317,2024-Q3,peer-to-peer payments
